beta	cpg
0.0137359192549937	cg00550498
0	cg00550554
0.100637062671303	cg00552235
0	cg00552753
0.000228639448398697	cg00553487
0	cg00557236
-0.0113410085124593	cg00558215
0	cg00563824
0	cg00564190
0.00817985841936317	cg00564737
0	cg00564759
0	cg00565932
-0.43870574838764	cg00565991
0.00782885114275923	cg00566297
-0.0227138485901891	cg00569091
0	cg00569276
0	cg00571339
0	cg00573770
0	cg00577182
0	cg00578039
-0.00067680224230154	cg00579868
0	cg00581482
0	cg00581979
0	cg00582524
0	cg00583426
0.120628663536928	cg00583861
0	cg00584238
-0.0368204128694235	cg00584636
0.0105109341508763	cg00586527
-0.0514123071298519	cg00586537
0	cg00590063
0	cg00590260
0	cg00590324
0	cg00591160
0	cg00591781
0	cg00591868
0	cg00592643
0	cg00593536
0	cg00593900
0.00918089676004365	cg00594040
0	cg00594854
0	cg00595212
0	cg00598335
0	cg00599812
0	cg00601042
0	cg00602115
0	cg00606900
0	cg00607797
0	cg00608169
0	cg00609367
-0.040099460922706	cg00610508
0	cg00610577
0	cg00613752
0	cg00614959
0.00252857281447844	cg00616687
0	cg00619126
0	cg00620452
-0.0467608983260863	cg00621943
0	cg00622170
0	cg00623328
0	cg00624589
0	cg00624617
0	cg00626312
0	cg00627029
0.0115316491575169	cg00627045
0	cg00628877
-0.057807022186107	cg00630212
-0.0248777818387643	cg00631482
0.00129719602110834	cg00631837
0	cg00632560
0.00338235126583791	cg00632657
0	cg00632914
0	cg00635674
0	cg00636427
0	cg00639286
0	cg00639837
0	cg00642460
0.152969025681308	cg00643111
0	cg00643311
0	cg00643333
0	cg00644351
0	cg00645593
0	cg00647658
0	cg00648686
0.0136967739899206	cg00649211
0	cg00650361
0	cg00650641
0	cg00651185
0	cg00651359
0	cg00653460
0	cg00656410
0	cg00656603
0	cg00656735
0	cg00657094
0	cg00658085
0.16056792324407	cg00659878
0	cg00660167
0	cg00660452
0	cg00661205
-0.0686826747002315	cg00661399
0	cg00661970
-0.00161244624548114	cg00662963
0	cg00663077
0	cg00664205
0	cg00664406
0.279451617650398	cg00665492
-0.10792719054074	cg00666105
0	cg00667937
0	cg00668519
0.0195196098821294	cg00674304
0	cg00674365
-0.0684008886888309	cg00674679
-0.0142503573390774	cg00675160
0	cg00676030
0	cg00676988
0	cg00677217
0	cg00678158
0	cg00680003
0	cg00680875
0.0154482800533667	cg00681462
0	cg00681665
0	cg00683332
-0.00426891470861183	cg00683980
-0.0429010678452962	cg00685291
0	cg00688297
0	cg00689580
0	cg00690148
0	cg00690554
-0.0259768276645156	cg00690968
0.0150405783259799	cg00691240
0	cg00696472
-0.00157072877079135	cg00697301
-0.0018743198958824	cg00698688
-0.000326271638346912	cg00698771
0	cg00699945
0	cg00699996
0	cg00701051
0	cg00702231
0.0118141332584322	cg00711896
0	cg00712547
0	cg00712627
0.0591326061967337	cg00714725
-0.00224973523019908	cg00723017
0	cg00723994
0	cg00729291
0	cg00732378
0	cg00732538
0	cg00733150
0.00109021452999426	cg00733780
0	cg00734931
0	cg00736299
-0.00447984026193143	cg00737556
0.00729103976745491	cg00739353
0.067251262639768	cg00740020
-0.00366940972795606	cg00740822
0.0969311251523196	cg00740889
0	cg00742472
0	cg00743788
0	cg00747647
0	cg00747890
0.0230974241714225	cg00750880
0	cg00753287
0.000161941355821456	cg00754836
0	cg00755980
0.0340871422037953	cg00758069
9.38933667104126e-05	cg00758881
0	cg00762160
0	cg00762468
0	cg00764369
0	cg00765705
0	cg00765783
0	cg00766289
0	cg00767116
0	cg00768487
0	cg00768993
0	cg00769843
0	cg00771642
0	cg00772850
0	cg00773902
0	cg00776080
0	cg00776266
0	cg00777895
0	cg00778059
-0.0333094086984269	cg00778807
0	cg00779065
0	cg00785856
0	cg00786747
0	cg00791190
0	cg00792513
0	cg00793543
0	cg00793719
0.0108392136890863	cg00793843
0	cg00799826
0	cg00801568
0.0316992546345175	cg00802728
0.00893015885410228	cg00806481
0.00406510071010402	cg00806704
0	cg00809164
-0.0254969335239515	cg00810939
0	cg00811891
0	cg00812438
0	cg00812833
0	cg00813162
0	cg00813378
0	cg00815093
0	cg00815484
-0.00249281202510686	cg00816880
0	cg00817100
-0.00486599119508015	cg00824018
0	cg00827210
0	cg00827581
0	cg00828556
-0.0347314378169667	cg00829961
-0.00171151346823596	cg00830401
-0.00266700495414418	cg00831222
0	cg00835825
-0.00179970595189894	cg00839129
-0.0859074254903323	cg00839579
0.00580627054405268	cg00840332
0	cg00841408
0	cg00841725
0	cg00842231
-0.0178893421810848	cg00844404
-0.00460049529862134	cg00845775
0	cg00848167
-0.0473433041004946	cg00851154
0	cg00852603
0	cg00852622
0	cg00852705
-0.00226217857409078	cg00852921
0.0133083983506909	cg00853103
0	cg00853733
0	cg00857907
0	cg00859129
0	cg00859739
0	cg00860808
-0.00143585271378682	cg00863893
0	cg00864293
0	cg00864568
0	cg00866662
-0.00140837398197365	cg00867835
0	cg00871215
0	cg00872677
0	cg00873050
0.00589371410833407	cg00873371
0	cg00873601
-0.134808063557342	cg00874558
0	cg00875805
0	cg00876757
0	cg00877553
0	cg00878163
0	cg00879497
0	cg00884606
0	cg00885843
0	cg00892742
0.0180969214285609	cg00894378
0.0314675710872387	cg00895174
0	cg00895196
-0.00267898917090264	cg00895834
0	cg00900124
0	cg00901264
0	cg00902691
0.00118250170216202	cg00905042
0	cg00905584
0.0241387666826536	cg00907008
0	cg00907288
0	cg00907505
0	cg00908042
0.0481260471647142	cg00908766
0	cg00909514
0	cg00910015
0	cg00910503
0.105441643572384	cg00910518
0.0231505475269587	cg00912746
0	cg00914222
0	cg00914384
0.0185675495813601	cg00920422
0	cg00924622
0	cg00926657
0	cg00928596
0	cg00929635
0	cg00929798
0	cg00929860
0	cg00931644
0	cg00932156
0	cg00933153
0	cg00934997
0	cg00937568
0.00112867604642731	cg00940577
-0.0218916904817519	cg00941836
0	cg00942814
0	cg00943382
0	cg00944421
0	cg00947782
0	cg00947896
-0.0048430946792595	cg00949980
-0.11372734043787	cg00954391
-0.0022807898390784	cg00954996
0.00166587952775318	cg00956639
0	cg00959118
-0.0398320491511162	cg00960373
0	cg00961326
0.00422230198748058	cg00962755
0	cg00963378
-0.0110138004326484	cg00965168
0	cg00968241
0	cg00969119
0	cg00970313
0	cg00973823
0	cg00974835
0	cg00976797
0	cg00977403
0	cg00979582
0	cg00983904
0	cg00984214
0.0275685094233059	cg00984540
0.070595816026447	cg00986610
0	cg00987080
0	cg00987370
0	cg00987699
-0.00924535110012855	cg00987743
0.00264360916088386	cg00989249
0	cg00991794
0	cg00991875
0	cg00992090
0	cg00992153
0	cg00992239
0	cg00992298
-0.153339782986158	cg00992586
0	cg00994804
0	cg00994936
0	cg00995253
0	cg00996827
0	cg00997310
0	cg00997699
0.00263526918448248	cg00998146
0	cg00999410
0	cg01003803
0.102346048959882	cg01006802
0	cg01008854
-0.0534138157436341	cg01010188
0	cg01010211
0.00674364392489378	cg01011367
0	cg01012669
-0.00367065693763084	cg01013754
0	cg01014287
0	cg01015899
-0.0372353529185553	cg01016191
0	cg01017463
0	cg01018002
0	cg01019333
0.00610542236589593	cg01019875
0	cg01020413
0	cg01021196
-0.028206006441035	cg01021488
0.0100244398420272	cg01022121
0	cg01022219
0	cg01022974
0	cg01023751
0	cg01023759
0.0362958974374393	cg01023787
0	cg01025954
0	cg01026256
0	cg01029450
0	cg01029838
0	cg01030534
0	cg01031101
0	cg01035261
0	cg01038597
0.0014973186381867	cg01039355
0	cg01042202
0	cg01042641
0	cg01043997
0	cg01045723
0	cg01048962
0	cg01048972
0	cg01049205
0	cg01049916
0	cg01050810
0	cg01052087
0	cg01052614
0	cg01052805
0	cg01054110
-0.00407814337198896	cg01056135
0	cg01056242
0	cg01057656
0	cg01060409
0.00205467810988101	cg01061391
0	cg01062116
0	cg01062539
0	cg01062937
0.0150206110900579	cg01063243
0	cg01064918
0	cg01065977
0.00670229647121751	cg01066472
-0.013847976325542	cg01067809
0	cg01068944
0	cg01072076
0	cg01074657
0	cg01074955
0	cg01077058
0	cg01077178
0	cg01078378
0.0434420821080196	cg01079118
0	cg01079515
-0.000527625218862155	cg01079738
0	cg01079840
0	cg01083584
0	cg01083884
0	cg01084500
0	cg01085362
0	cg01086895
0	cg01087294
0	cg01089498
0	cg01093946
-0.0189328361316939	cg01095004
0	cg01096752
0	cg01097881
0.0325020278371741	cg01099526
0.0012395711319774	cg01100203
0	cg01101459
0	cg01101647
0	cg01101873
0	cg01102007
0	cg01102311
-0.0977984903831914	cg01103255
0	cg01103938
0	cg01104724
0	cg01105494
0	cg01106572
0	cg01106926
-0.00328048816045405	cg01109574
0	cg01109763
0	cg01115389
0	cg01115598
0	cg01116059
0	cg01117833
0	cg01121022
0	cg01128482
0	cg01130364
0	cg01135546
0	cg01137955
0	cg01138791
0	cg01138867
-0.00303517105431695	cg01139016
0.00618833907594609	cg01140416
0	cg01140616
0.00368524277281297	cg01141043
0	cg01141339
0	cg01141459
0	cg01142635
0	cg01142676
-0.00414363625736262	cg01143309
0.00362587834118499	cg01143547
0	cg01148731
0	cg01148801
0	cg01151365
0	cg01152056
0	cg01153979
0	cg01154505
-0.0900447828097222	cg01154966
0	cg01156012
0	cg01156108
0	cg01156816
0	cg01157046
0	cg01157070
0	cg01157780
0	cg01159623
0	cg01162915
0	cg01166145
0	cg01166186
0	cg01166604
0	cg01167755
0	cg01168865
0	cg01169559
0	cg01175020
0	cg01176433
-0.0165239649795143	cg01176458
0	cg01178624
0	cg01181084
0	cg01181307
0	cg01181415
0	cg01182386
0.0172538328712636	cg01186980
0	cg01188396
-0.000136524150162567	cg01191259
0	cg01191920
0	cg01192061
0	cg01196322
0	cg01196517
-0.0110112177048651	cg01197411
0	cg01197871
0	cg01199952
0	cg01200640
-0.0532734342555857	cg01203588
-0.00368189562685192	cg01204964
0	cg01207176
0	cg01211124
0	cg01212576
0.0239403426059353	cg01213128
0	cg01213231
0	cg01214050
-0.01321842465208	cg01214240
0	cg01216438
0	cg01217984
0	cg01219549
0	cg01222133
-0.0522862674330763	cg01225779
0	cg01225850
0	cg01227537
0	cg01228893
0	cg01228941
0	cg01230890
0	cg01231108
0	cg01231183
0	cg01231543
-0.254474715362344	cg01233518
-0.00331151973189384	cg01235820
0	cg01238672
0	cg01240047
0	cg01242145
-0.00542445207955364	cg01242196
0	cg01243072
0	cg01243297
-0.114807755988971	cg01243312
0	cg01243968
0	cg01247522
0	cg01247628
0	cg01251360
0	cg01251434
0	cg01252023
0	cg01252513
0	cg01252526
0.000952321418387216	cg01254303
0	cg01255021
1.04732046330981e-05	cg01256539
0	cg01256882
0	cg01257145
0	cg01258050
0	cg01260010
0	cg01263386
0	cg01263631
-0.0244821369767076	cg01265662
0	cg01266707
0	cg01267709
0	cg01268383
0	cg01268763
0	cg01268824
0	cg01272668
0	cg01273580
0	cg01275038
0	cg01275359
0	cg01276128
-0.0156005704454076	cg01277369
0	cg01279378
0.147032188479595	cg01279418
0	cg01282204
0	cg01283246
0	cg01284595
0	cg01284869
0.00429155093925037	cg01285435
-0.00115025184731613	cg01287000
0	cg01287088
0	cg01287342
0	cg01292486
0	cg01294808
0	cg01295339
0	cg01295782
0.0105735218537867	cg01297744
0	cg01299579
0	cg01301382
0	cg01302649
0	cg01306183
0	cg01307007
0	cg01307130
0	cg01307526
0	cg01308806
0	cg01310118
-0.0160035336505229	cg01316378
0	cg01317772
0	cg01320579
0	cg01323777
0	cg01324372
0	cg01327685
0	cg01329687
-0.028280468769561	cg01330050
-9.64893227113321e-05	cg01330280
0	cg01330312
-0.0231452605249596	cg01332054
0	cg01332882
0	cg01333603
0	cg01334549
0	cg01334735
0.00542906535069286	cg01335674
0	cg01337207
0.117656778524151	cg01338494
0	cg01338864
0	cg01343151
0	cg01343936
0	cg01344162
0	cg01345841
0.0284911142042758	cg01349190
-0.0371082999587253	cg01349309
0	cg01353139
0	cg01353464
0	cg01357135
0	cg01357671
-9.09971386261693e-05	cg01359822
0	cg01360627
0	cg01361068
-0.334946328465118	cg01361351
0	cg01364755
0	cg01366354
0	cg01367310
0	cg01367424
0	cg01368868
0	cg01370437
0.0710651552825683	cg01370759
0	cg01374398
-0.162127713213219	cg01375539
0	cg01376079
-0.0511568769465985	cg01379009
0	cg01381374
-0.236348284864295	cg01384163
0	cg01386978
0	cg01387945
0	cg01388260
0	cg01388649
0	cg01389203
0.00615920906605214	cg01394013
0	cg01394385
0	cg01395261
-0.00216318305672461	cg01396065
0	cg01399068
0	cg01402409
0	cg01403948
-0.000872655104839227	cg01405040
0	cg01405582
0	cg01406988
0	cg01407332
0	cg01410876
0.00415030714457668	cg01412450
0	cg01413268
0	cg01413566
0	cg01414185
0	cg01414687
0.00354707516156353	cg01416388
0	cg01428095
0	cg01428589
0	cg01430218
0	cg01430970
0.00974349071138701	cg01431993
0	cg01433332
0	cg01434559
0	cg01434608
0	cg01435574
0	cg01435643
0	cg01436664
0	cg01439572
0	cg01444279
0.00428580798700595	cg01444643
0	cg01445151
0	cg01445580
0	cg01448562
0	cg01452847
0	cg01453469
0	cg01453814
0	cg01454080
-0.00659672171892876	cg01454215
0	cg01454528
0	cg01455471
0	cg01456368
0	cg01457183
0	cg01458228
-0.0167289072663397	cg01459882
0.000156638123663333	cg01461856
0	cg01462545
-0.00829294347611101	cg01463540
-0.0906027256725994	cg01464515
0	cg01464969
0	cg01467266
0	cg01468420
-0.0204870322358678	cg01471196
0	cg01471232
0	cg01471372
0	cg01476678
0.00382547744203734	cg01477326
0	cg01485548
0	cg01487433
0	cg01489441
0	cg01489756
0	cg01492330
0	cg01493198
0	cg01498160
0	cg01499518
0.00539655158475965	cg01501819
0	cg01504690
0	cg01504718
0	cg01506766
0	cg01507019
0	cg01507228
0	cg01509141
0	cg01509330
0	cg01510388
-0.0291464101344644	cg01514356
0.00155319273115773	cg01515515
0	cg01515516
0	cg01515809
0	cg01515960
0	cg01516851
0	cg01518225
0	cg01518607
0.0865477933419029	cg01519508
0	cg01519765
0	cg01519784
0	cg01519877
0	cg01520478
0	cg01520586
0.0102137790380417	cg01521060
0	cg01523759
-0.00165519899652051	cg01525916
0.0105477104973711	cg01526183
0	cg01528052
0	cg01530101
0	cg01531915
0	cg01537369
0	cg01537645
0	cg01538305
0	cg01538821
0.00508333847571527	cg01540102
0	cg01542019
0	cg01543184
0	cg01544903
0.000320575920092466	cg01545223
0	cg01545587
0	cg01546424
0.000624383561822918	cg01546568
0	cg01546729
0	cg01548777
0	cg01550473
0	cg01551350
0	cg01552919
-0.0127786581099655	cg01554453
0	cg01554963
0	cg01558040
0	cg01560283
0	cg01560407
0	cg01560685
0	cg01560972
0	cg01561259
0	cg01561304
0	cg01561807
0	cg01562385
0	cg01563148
0	cg01563558
0	cg01565343
0	cg01566785
0	cg01567634
0	cg01571001
-0.0784634263602851	cg01572989
0	cg01573321
0	cg01574134
0	cg01574694
-0.0041166210491662	cg01574912
0.000360726319648752	cg01575590
-0.000674774530415453	cg01577760
0	cg01578585
0	cg01578875
0	cg01579535
0	cg01579765
0	cg01581050
0	cg01581867
0	cg01583131
-0.0172004989313765	cg01584087
0	cg01587896
0	cg01588379
0	cg01591881
0	cg01592801
0	cg01593834
0	cg01596171
0	cg01597255
-0.00583417588603676	cg01597373
0	cg01597604
0	cg01598371
0	cg01598421
0	cg01599714
0	cg01600100
0	cg01601926
0	cg01603073
0	cg01603247
0	cg01608315
0	cg01610165
0	cg01613965
0	cg01614102
0	cg01615018
0	cg01615850
-0.00205821948093995	cg01615861
0	cg01616394
0	cg01616682
-0.00339500144170398	cg01617990
0	cg01618130
0	cg01619509
0	cg01620164
-0.00264234579911904	cg01620486
0.00114148258128326	cg01620580
0	cg01622385
0.0286619600268398	cg01622439
0	cg01623261
0.00114665054571013	cg01624004
0	cg01626569
0	cg01627823
0	cg01628467
0	cg01628528
0	cg01630199
0.0595051022104322	cg01632300
0	cg01634998
0	cg01636650
0	cg01636799
0	cg01636873
0	cg01640684
0	cg01640991
0	cg01643605
0	cg01643690
0	cg01644611
0	cg01645998
0	cg01650137
0	cg01653080
0	cg01653942
0	cg01656168
-0.0161872555761143	cg01657511
0	cg01661307
0.000264056305279399	cg01664727
0	cg01665555
0	cg01676996
0	cg01677628
0	cg01680010
0	cg01682111
0	cg01682504
0	cg01685644
0	cg01686044
0	cg01686522
0.132051113801889	cg01687558
0	cg01688293
0.00150388197621369	cg01688536
0.000132511195807463	cg01691090
0.00129230559596858	cg01691194
0	cg01691827
0	cg01695225
0	cg01699217
0	cg01699600
0	cg01700524
0	cg01702744
0	cg01704474
0.08681949172015	cg01707795
-0.00155812115382257	cg01708411
0	cg01710580
0	cg01711344
0	cg01714383
0	cg01716680
0	cg01718788
-0.00279807306439252	cg01719123
0	cg01720705
0	cg01723606
0	cg01725586
0	cg01726448
-0.0854368912757144	cg01727145
0	cg01727408
0	cg01729116
0.0599458165482474	cg01729717
0	cg01730258
-0.0505048224088043	cg01732449
0	cg01733928
0	cg01735384
0	cg01738022
0	cg01739725
0	cg01740766
0	cg01740852
0	cg01741971
0	cg01741999
0.00446400998875503	cg01742627
0	cg01744019
-0.00147360598766912	cg01744331
0	cg01745789
0	cg01749142
0.00194604253229545	cg01749778
0	cg01750221
0	cg01750375
-0.0333466176981901	cg01756381
0	cg01759437
0	cg01759870
0	cg01762827
0	cg01763057
-0.0484851045878225	cg01763902
0.0162854732564077	cg01764252
0	cg01764341
0	cg01764713
0	cg01765111
0	cg01765882
0	cg01766908
0	cg01767885
0	cg01770109
0	cg01770333
0	cg01771876
0	cg01774894
0	cg01775802
0	cg01776691
0	cg01777403
0	cg01777861
0	cg01778054
0	cg01779076
-0.0145377265875301	cg01779903
0	cg01780585
-0.00867965120440986	cg01781617
0	cg01782097
0	cg01782826
0.000839804026634365	cg01783894
0	cg01784351
-0.0234367415205573	cg01785046
-0.000683474235556985	cg01788113
-0.00125652663795088	cg01788773
0	cg01789478
0	cg01790002
0	cg01790464
0	cg01791874
0	cg01793449
0	cg01794156
0	cg01796166
0	cg01797371
-0.0577145262772735	cg01798813
-0.0155803717767183	cg01799862
0	cg01800297
0	cg01801040
0	cg01802975
0	cg01804278
0	cg01804664
-0.0538771601138558	cg01806972
-0.0016694567123923	cg01808030
0.304791382620806	cg01809675
0	cg01811882
-0.0949787877815427	cg01812571
0	cg01815076
0	cg01815150
0	cg01816482
0	cg01816775
-0.0683369120010009	cg01817364
0	cg01817521
0	cg01820463
0	cg01821557
0	cg01823079
-0.00298243819190358	cg01825295
0	cg01825355
0	cg01826254
0	cg01826858
0	cg01829163
0	cg01829387
0	cg01829817
0	cg01830053
-0.001838974851407	cg01830674
0	cg01830900
0	cg01832935
-0.0947831704063497	cg01835037
0	cg01836096
0	cg01836137
0.0189496442065439	cg01837320
0	cg01837631
0.00017288606764244	cg01838863
0	cg01840183
0.00284698641369302	cg01842807
0	cg01843946
0.0443112160317745	cg01845051
0	cg01845583
0	cg01847021
-0.00913214887141712	cg01847344
-0.0205521411163707	cg01847719
0	cg01853276
0	cg01853632
0	cg01854491
0	cg01856007
0	cg01856645
0.102442350758294	cg01857475
0	cg01857829
0	cg01860189
0	cg01860753
0	cg01861740
0	cg01865066
0	cg01866022
0	cg01866431
-0.000589102553617717	cg01867395
0	cg01869229
-0.0561424311604981	cg01869643
0	cg01871979
0	cg01873334
0	cg01873886
0	cg01874886
0	cg01875838
0	cg01879437
0	cg01879591
0	cg01881308
0.0218622634252611	cg01882033
-0.00292796683235433	cg01882058
0	cg01882870
0	cg01882991
0	cg01883155
0	cg01884537
0	cg01885071
0	cg01885692
0	cg01886004
0	cg01886125
0	cg01886460
0	cg01888869
0	cg01890568
0	cg01890836
0.00409205749375952	cg01892655
0	cg01893212
0.000760553077624707	cg01893560
0	cg01896432
0	cg01897308
0	cg01898377
0	cg01898661
0	cg01899001
0	cg01899542
-0.0982932086581218	cg01900965
0	cg01902605
-0.0167019023632507	cg01903903
0	cg01904183
0	cg01904812
0	cg01905633
0	cg01906015
0	cg01907584
0	cg01910272
0	cg01913568
0	cg01913970
-0.0088625186254524	cg01914455
0	cg01915516
