beta	cpg
0	cg00194681
0	cg00195828
0	cg00197313
0	cg00199007
0.00285523452597192	cg00201595
0	cg00202454
0	cg00204802
0	cg00206490
0	cg00210562
0	cg00212979
0	cg00214165
0	cg00215432
0	cg00215551
0.00126611852645576	cg00215587
0	cg00218149
0.00272865994994295	cg00220102
-0.0048155411010589	cg00223136
0	cg00223863
0	cg00224807
0	cg00225006
0	cg00225603
0	cg00228708
0.0766896036159523	cg00230700
0.0582446553821193	cg00231966
0	cg00233028
0	cg00236302
-0.20472023908822	cg00238848
0	cg00239353
0	cg00241002
0	cg00241076
0.0140271738989181	cg00241712
0	cg00242020
0	cg00242561
0	cg00243281
0	cg00244634
0	cg00244745
0	cg00247571
0	cg00248795
0.00687055520777897	cg00249383
0.00581092166043674	cg00249511
0.000976149682278849	cg00250500
0	cg00251610
0	cg00254258
0	cg00254306
0.00879275711334584	cg00254681
0	cg00256155
0	cg00256767
0	cg00258081
0	cg00260575
0	cg00260647
0	cg00262031
0	cg00266865
0	cg00266983
0	cg00270497
0	cg00270625
0	cg00270789
0.0362079405054425	cg00270878
-0.00841011604554168	cg00271210
-0.0762488946666136	cg00273464
0	cg00274815
0.000499508236586727	cg00274965
0	cg00277769
-0.00210587704444955	cg00281153
0	cg00281273
-0.00774961450822422	cg00281664
-0.0670092561139775	cg00282249
-0.0390199694008667	cg00287096
0	cg00288376
0.0342954119914388	cg00288598
0	cg00290607
0	cg00291316
0	cg00294538
0	cg00295572
0.0871191192574019	cg00295794
-0.0199819496584955	cg00297432
0	cg00297767
0	cg00298324
0	cg00299943
0	cg00299972
0	cg00300794
0	cg00300879
0.0133482462797554	cg00301396
0	cg00307662
0.0610935216396083	cg00308130
-0.0111306616593177	cg00311772
0	cg00315391
-0.00744559108427142	cg00317879
0	cg00318320
0.119045428760796	cg00318643
0	cg00319567
0	cg00324223
0	cg00325528
0	cg00326131
0	cg00329748
0	cg00329943
-0.0388429209686742	cg00332155
-0.0109249501251728	cg00332802
0	cg00333843
0	cg00333985
0	cg00335715
0	cg00339556
0	cg00339769
0	cg00341843
0	cg00342358
0	cg00343839
0	cg00344443
0	cg00345230
0	cg00346256
0	cg00346623
-0.0668023487214909	cg00347563
0	cg00349061
0	cg00349607
0	cg00349895
0	cg00353773
-0.00953186558535089	cg00355019
0	cg00355286
0	cg00355613
-0.0604721462423111	cg00356811
0	cg00357958
0	cg00358220
0	cg00360761
-0.135695077753865	cg00361562
-0.00602907396671894	cg00362657
0	cg00366413
0	cg00366505
0	cg00366917
0	cg00368989
0.00596043105297541	cg00369151
0	cg00369414
0.00162221260374766	cg00370047
0	cg00370926
0.0116951703965277	cg00375146
0	cg00375430
0	cg00376544
0	cg00378510
-0.0348132886527446	cg00379080
0	cg00379648
0	cg00380172
-0.0249332182467669	cg00381442
0	cg00384539
0	cg00386405
-0.0821836221520306	cg00386702
0	cg00388871
0	cg00390484
-0.00694502249990283	cg00390694
0	cg00394830
0	cg00400262
0	cg00400992
0.00108240576514344	cg00401433
0	cg00401552
-0.0215370928534989	cg00405939
0	cg00406022
0	cg00406211
0	cg00406369
0	cg00409696
0	cg00411447
0	cg00411945
0	cg00414384
0.00526941335084001	cg00415665
0.0114098211398047	cg00416747
-0.000458143406514708	cg00417421
0	cg00422918
0	cg00423153
-0.015835023116517	cg00423702
0	cg00424677
0	cg00426486
0	cg00428457
0	cg00429497
0.00156723239674693	cg00430613
0	cg00432041
0	cg00433296
0.0124886993739165	cg00433917
0	cg00436174
0	cg00437311
0	cg00437432
0	cg00438215
0.0055687208876121	cg00439706
0	cg00441899
0	cg00446123
0	cg00447018
-0.0317294116773591	cg00447052
0	cg00447817
0	cg00447970
0	cg00448707
0	cg00449812
0	cg00450617
0	cg00451058
0	cg00451642
0	cg00452882
-0.0252539788345758	cg00458927
0	cg00463561
0	cg00463982
-0.0160491485337822	cg00467592
0	cg00468846
0	cg00469395
0	cg00470007
0	cg00470641
0	cg00472277
0	cg00472445
0	cg00472801
0	cg00473294
0	cg00474734
0	cg00476243
0	cg00480356
-0.000724067043378971	cg00481259
-0.00803858126102425	cg00482020
0	cg00482162
-0.07922243075612	cg00482898
-0.272507734392887	cg00486611
0.00154233718801705	cg00491180
0.170973516732927	cg00491210
0	cg00491927
0	cg00493304
0	cg00494761
0.0135057621553297	cg00495860
-0.00128186182697495	cg00496036
-0.0121521300837705	cg00498024
0	cg00502509
0	cg00504457
0	cg00505606
0.116490106243162	cg00505936
0	cg00507154
0.0750498817011286	cg00507414
-0.00225580133224619	cg00509431
0	cg00509996
-0.000252151973683704	cg00510330
0	cg00512454
0	cg00513735
0	cg00513981
0	cg00514609
0.00559779824841481	cg00514665
0	cg00515457
0.0203340634240921	cg00516030
0	cg00521048
0.000336844908051314	cg00522231
0	cg00523224
-0.0498618208797832	cg00524561
0	cg00524708
0	cg00525681
0	cg00526336
0	cg00529697
-0.000183193597609373	cg00532474
0.137626554552111	cg00532492
0	cg00533340
0.148851779286934	cg00534492
0	cg00535576
0	cg00538591
0	cg00539908
0	cg00539976
0	cg00542224
0	cg00543073
0	cg00544449
0	cg00546808
-0.00620352157814955	cg00547077
0	cg00547777
0.31469610369872	cg00548296
0	cg00548708
0	cg00549574
0	cg00550498
0	cg00550554
0.0217802338416387	cg00552235
0	cg00552753
0.0213984509504234	cg00553487
0	cg00557236
-0.0401941724844293	cg00558215
0.00130721229952348	cg00563824
0	cg00564190
0.00210039302532893	cg00564737
0	cg00564759
0.022904269196564	cg00565932
-0.186799496829978	cg00565991
0	cg00566297
0	cg00569091
0	cg00569276
0	cg00571339
0	cg00573770
0.0772759732710196	cg00577182
0	cg00578039
-0.0878970485798128	cg00579868
0	cg00581482
0	cg00581979
0	cg00582524
-0.00925872088383924	cg00583426
0.408920395558382	cg00583861
0	cg00584238
-0.0214136943560537	cg00584636
0.00773645601703502	cg00586527
0	cg00586537
0	cg00590063
-0.0131523761678014	cg00590260
0	cg00590324
0	cg00591160
0	cg00591781
0	cg00591868
0	cg00592643
0.0212824049990857	cg00593536
0	cg00593900
0	cg00594040
0	cg00594854
0	cg00595212
0	cg00598335
0	cg00599812
0.0235136881498783	cg00601042
0	cg00602115
-0.00293668533094682	cg00606900
-0.0244077539085293	cg00607797
0	cg00608169
0	cg00609367
-0.0129603522638119	cg00610508
0	cg00610577
0	cg00613752
0	cg00614959
0	cg00616687
0	cg00619126
0	cg00620452
-0.00343638902633036	cg00621943
0	cg00622170
-0.00518236683367472	cg00623328
0	cg00624589
0.0167190401998144	cg00624617
-0.00431382455011049	cg00626312
0	cg00627029
0.00610061841782084	cg00627045
0	cg00628877
-0.0198898801542883	cg00630212
-0.00440872824737128	cg00631482
0	cg00631837
0.00214448324580332	cg00632560
0	cg00632657
0	cg00632914
0	cg00635674
0	cg00636427
0	cg00639286
0.00171024031704725	cg00639837
0	cg00642460
0	cg00643111
0	cg00643311
1.79457747379984e-06	cg00643333
0	cg00644351
-0.00254363816115768	cg00645593
0	cg00647658
0	cg00648686
0	cg00649211
-0.00155660940613353	cg00650361
-0.088602713605206	cg00650641
0	cg00651185
0	cg00651359
0	cg00653460
0	cg00656410
0.00140769251395401	cg00656603
0	cg00656735
0	cg00657094
0	cg00658085
0.134173721087827	cg00659878
0	cg00660167
-0.012898782470353	cg00660452
0	cg00661205
0	cg00661399
0	cg00661970
-0.00647912334937342	cg00662963
0	cg00663077
-0.0088780979121536	cg00664205
0	cg00664406
0	cg00665492
-0.027865008412827	cg00666105
0.00746091866707029	cg00667937
0	cg00668519
0.00415784429873395	cg00674304
0	cg00674365
0	cg00674679
0	cg00675160
0	cg00676030
0	cg00676988
-0.0362038998240151	cg00677217
0.0478656218655755	cg00678158
0	cg00680003
0	cg00680875
0.0061504091777253	cg00681462
0.100769645626747	cg00681665
0	cg00683332
-0.123058195960788	cg00683980
-0.000583882020171425	cg00685291
0	cg00688297
0	cg00689580
0	cg00690148
0	cg00690554
0	cg00690968
0.00365014735997576	cg00691240
0	cg00696472
-0.00285323227456653	cg00697301
0	cg00698688
0	cg00698771
0	cg00699945
0	cg00699996
0	cg00701051
0	cg00702231
-0.00424569290468097	cg00711896
0	cg00712547
0	cg00712627
0.0755364363199344	cg00714725
-0.0136961903327995	cg00723017
0	cg00723994
0	cg00729291
-0.00351198935531415	cg00732378
0	cg00732538
0.0047224866119053	cg00733150
0.0431268984443379	cg00733780
0.00794627733879775	cg00734931
0	cg00736299
-0.00199574549276149	cg00737556
0	cg00739353
0.173994009025001	cg00740020
0	cg00740822
0	cg00740889
0	cg00742472
0	cg00743788
0	cg00747647
0	cg00747890
0	cg00750880
0	cg00753287
0	cg00754836
0	cg00755980
0.144512656573217	cg00758069
0	cg00758881
0	cg00762160
0	cg00762468
0	cg00764369
0	cg00765705
0	cg00765783
0	cg00766289
0	cg00767116
0	cg00768487
0	cg00768993
0.00110900536152085	cg00769843
0	cg00771642
0	cg00772850
-0.0406013143233314	cg00773902
0	cg00776080
0	cg00776266
0.0168099540565398	cg00777895
0	cg00778059
0	cg00778807
0	cg00779065
0	cg00785856
0	cg00786747
0	cg00791190
0	cg00792513
0	cg00793543
0	cg00793719
0.110430277464344	cg00793843
0	cg00799826
0	cg00801568
0	cg00802728
0.0174180443859501	cg00806481
0	cg00806704
0	cg00809164
-0.0172029451131994	cg00810939
-0.0162813326546159	cg00811891
0.000376198769507311	cg00812438
0	cg00812833
0	cg00813162
0	cg00813378
0	cg00815093
-0.00378159389767339	cg00815484
-0.00346377577547044	cg00816880
0	cg00817100
0	cg00824018
0	cg00827210
0	cg00827581
0	cg00828556
-0.166115613913708	cg00829961
0	cg00830401
0	cg00831222
0	cg00835825
-0.0122074700054528	cg00839129
0	cg00839579
0	cg00840332
0	cg00841408
0	cg00841725
0.00145933784656715	cg00842231
0	cg00844404
0	cg00845775
0	cg00848167
-0.00514414897791881	cg00851154
0.0996733799396208	cg00852603
0	cg00852622
0.0245830417345448	cg00852705
-0.00795741515680357	cg00852921
0	cg00853103
0	cg00853733
0	cg00857907
0	cg00859129
0	cg00859739
0	cg00860808
0.000270467879640735	cg00863893
0	cg00864293
-0.0057548715978564	cg00864568
0	cg00866662
0.00443758072747177	cg00867835
0	cg00871215
0	cg00872677
0	cg00873050
0	cg00873371
-0.00317318066503187	cg00873601
0	cg00874558
-0.030393882723575	cg00875805
0	cg00876757
0	cg00877553
0	cg00878163
0.166920415224077	cg00879497
0	cg00884606
-0.0954151127617457	cg00885843
-0.0170941953585917	cg00892742
0	cg00894378
0.11926423139432	cg00895174
0	cg00895196
0	cg00895834
0	cg00900124
0	cg00901264
0.00244338041487457	cg00902691
0.00124253432207661	cg00905042
0	cg00905584
0	cg00907008
0.000372882066800008	cg00907288
0	cg00907505
0	cg00908042
0.0723606496139559	cg00908766
0	cg00909514
-0.00308521349165261	cg00910015
0	cg00910503
0.00836911144441251	cg00910518
0.000711280959232147	cg00912746
0	cg00914222
0	cg00914384
-0.0151168547319361	cg00920422
-0.0156878198555531	cg00924622
0	cg00926657
0	cg00928596
0	cg00929635
0.0864671272603655	cg00929798
0	cg00929860
0	cg00931644
0	cg00932156
0	cg00933153
0	cg00934997
0	cg00937568
0.0548486449468282	cg00940577
-0.00266859910654972	cg00941836
0.0165107247021989	cg00942814
0	cg00943382
0	cg00944421
0	cg00947782
0	cg00947896
-0.0761369902459833	cg00949980
0	cg00954391
0	cg00954996
0	cg00956639
0	cg00959118
-0.130042868170134	cg00960373
0	cg00961326
0	cg00962755
0.00341767725227721	cg00963378
-0.0185702647864598	cg00965168
-0.00221012668975743	cg00968241
-0.00215002198231638	cg00969119
0	cg00970313
0	cg00973823
0	cg00974835
0	cg00976797
0	cg00977403
0	cg00979582
0	cg00983904
0	cg00984214
0	cg00984540
0.0548845459839004	cg00986610
-0.0138986098998048	cg00987080
0.00574997860162101	cg00987370
0	cg00987699
0.0341920550490236	cg00987743
7.69163146152466e-05	cg00989249
0	cg00991794
-0.0671790177696383	cg00991875
0	cg00992090
0	cg00992153
0	cg00992239
0	cg00992298
0	cg00992586
0	cg00994804
0	cg00994936
-0.000614853931575426	cg00995253
0	cg00996827
0	cg00997310
0	cg00997699
0.134802223634114	cg00998146
0	cg00999410
0	cg01003803
0.00175938967363169	cg01006802
0	cg01008854
-0.0881132518677549	cg01010188
0	cg01010211
0	cg01011367
0	cg01012669
-0.0138769561622243	cg01013754
0	cg01014287
0	cg01015899
-0.00361782138528473	cg01016191
0	cg01017463
-0.0713335179571909	cg01018002
-0.137841261852295	cg01019333
0	cg01019875
0.0150571978860531	cg01020413
0	cg01021196
0	cg01021488
0.271382407438298	cg01022121
0	cg01022219
0.00822892613349097	cg01022974
0	cg01023751
0	cg01023759
0.131240624258112	cg01023787
0	cg01025954
0	cg01026256
-0.00994632240281631	cg01029450
0	cg01029838
0	cg01030534
0.00440000594712725	cg01031101
0	cg01035261
-0.00367484700554305	cg01038597
0.000722428963646677	cg01039355
0	cg01042202
0	cg01042641
0	cg01043997
0	cg01045723
0	cg01048962
-0.00614998283153349	cg01048972
0.0182640940569254	cg01049205
-0.0127826921065426	cg01049916
0	cg01050810
0	cg01052087
0	cg01052614
0	cg01052805
0.00263050250889502	cg01054110
-0.0496871521812979	cg01056135
0	cg01056242
0	cg01057656
0	cg01060409
0	cg01061391
0	cg01062116
0	cg01062539
0	cg01062937
0.0336671722690135	cg01063243
0	cg01064918
0	cg01065977
0	cg01066472
-0.177878999677355	cg01067809
0.000875723695607636	cg01068944
0	cg01072076
0	cg01074657
0	cg01074955
-0.00105404402438322	cg01077058
0.00412174620288472	cg01077178
0	cg01078378
0	cg01079118
-0.00200443073188836	cg01079515
-0.00290693503183218	cg01079738
0.00488905910984881	cg01079840
0	cg01083584
0	cg01083884
0	cg01084500
-0.000170821254437345	cg01085362
0.000848053546543461	cg01086895
0	cg01087294
0	cg01089498
0	cg01093946
-0.127796796115913	cg01095004
0	cg01096752
-0.0364293479483658	cg01097881
-0.0161789200393361	cg01099526
0	cg01100203
0	cg01101459
0.0213587509860006	cg01101647
0	cg01101873
0	cg01102007
0	cg01102311
-0.000307635172147273	cg01103255
0	cg01103938
0	cg01104724
0	cg01105494
0	cg01106572
0.000938169058774812	cg01106926
-0.0109943947775844	cg01109574
0	cg01109763
0	cg01115389
0	cg01115598
0	cg01116059
0	cg01117833
0	cg01121022
0	cg01128482
0	cg01130364
0	cg01135546
0	cg01137955
0.0205191644600606	cg01138791
0	cg01138867
-0.0314368813691562	cg01139016
0.012356952099409	cg01140416
0	cg01140616
0.176875621101722	cg01141043
0	cg01141339
0	cg01141459
0	cg01142635
0	cg01142676
-0.0513493522738543	cg01143309
0.00426904561916107	cg01143547
0	cg01148731
0	cg01148801
0	cg01151365
0	cg01152056
0	cg01153979
0	cg01154505
0	cg01154966
0.0052842875094553	cg01156012
0	cg01156108
0	cg01156816
0	cg01157046
0.0384610559427656	cg01157070
0	cg01157780
-0.0822001643682378	cg01159623
0	cg01162915
0	cg01166145
-0.00404103352635427	cg01166186
0	cg01166604
0	cg01167755
0	cg01168865
-0.0484598174390701	cg01169559
0	cg01175020
0	cg01176433
0	cg01176458
0	cg01178624
0.0374904514081043	cg01181084
0.126451942774542	cg01181307
0	cg01181415
0	cg01182386
0	cg01186980
0	cg01188396
0	cg01191259
0	cg01191920
0	cg01192061
0	cg01196322
0	cg01196517
0	cg01197411
0	cg01197871
0.00268264871359118	cg01199952
0	cg01200640
0	cg01203588
-0.00268967295317631	cg01204964
0	cg01207176
0	cg01211124
0	cg01212576
0.0917936959557991	cg01213128
0	cg01213231
0	cg01214050
0	cg01214240
0.00954845592599214	cg01216438
0	cg01217984
0	cg01219549
0	cg01222133
-0.15307036774452	cg01225779
0.0115487234752024	cg01225850
0.00462837844860691	cg01227537
0	cg01228893
0	cg01228941
0	cg01230890
0	cg01231108
0	cg01231183
0	cg01231543
-0.0334679051572272	cg01233518
0	cg01235820
0	cg01238672
0.000827713699315279	cg01240047
0	cg01242145
0.0318749736275064	cg01242196
0	cg01243072
0	cg01243297
-0.0668501867687361	cg01243312
0	cg01243968
-0.000690655906622244	cg01247522
0	cg01247628
0	cg01251360
0	cg01251434
0.000254854248939643	cg01252023
0	cg01252513
0	cg01252526
0.0080235258556656	cg01254303
0	cg01255021
0.000316981915971308	cg01256539
0	cg01256882
0	cg01257145
0	cg01258050
0	cg01260010
0	cg01263386
0.00740823084571893	cg01263631
-0.00228878216268007	cg01265662
0	cg01266707
0	cg01267709
0	cg01268383
0	cg01268763
0	cg01268824
-0.0120980353277285	cg01272668
0	cg01273580
-0.0108273580756587	cg01275038
0	cg01275359
0	cg01276128
0	cg01277369
0	cg01279378
0.260100998816236	cg01279418
0	cg01282204
0	cg01283246
0	cg01284595
0	cg01284869
0.00147389957439843	cg01285435
0	cg01287000
0	cg01287088
0	cg01287342
0	cg01292486
0	cg01294808
0.0290043025179498	cg01295339
0	cg01295782
0	cg01297744
0	cg01299579
-0.00307963221349654	cg01301382
0	cg01302649
0	cg01306183
0	cg01307007
0	cg01307130
0.00215422219899209	cg01307526
0	cg01308806
0	cg01310118
0	cg01316378
0.0133583784929242	cg01317772
-0.0688858290088899	cg01320579
0	cg01323777
0	cg01324372
0	cg01327685
0	cg01329687
-0.100926142638197	cg01330050
0	cg01330280
0	cg01330312
0	cg01332054
0	cg01332882
0	cg01333603
0	cg01334549
0	cg01334735
0	cg01335674
0	cg01337207
0.312632529310364	cg01338494
0	cg01338864
0	cg01343151
0	cg01343936
0	cg01344162
0	cg01345841
0.0813246911185304	cg01349190
0	cg01349309
0	cg01353139
0	cg01353464
0.000751222344470464	cg01357135
0	cg01357671
0	cg01359822
0	cg01360627
0.0329103503873323	cg01361068
-0.103451986896799	cg01361351
-0.00076457597807664	cg01364755
0	cg01366354
-0.0913152974243073	cg01367310
0	cg01367424
-0.0194555460485742	cg01368868
-0.00681721366791063	cg01370437
0	cg01370759
0	cg01374398
0	cg01375539
0	cg01376079
0	cg01379009
0	cg01381374
-0.294216204264616	cg01384163
0	cg01386978
-0.127658010509908	cg01387945
0	cg01388260
0	cg01388649
-0.00631871021873104	cg01389203
0	cg01394013
0	cg01394385
0	cg01395261
0	cg01396065
0	cg01399068
0	cg01402409
-0.0126514517504025	cg01403948
0	cg01405040
0	cg01405582
-0.0660195697184806	cg01406988
0.0140740518732925	cg01407332
0	cg01410876
0.00229429078258104	cg01412450
0	cg01413268
0	cg01413566
0	cg01414185
-0.000329147995743312	cg01414687
0	cg01416388
0	cg01428095
0	cg01428589
0	cg01430218
0	cg01430970
0	cg01431993
0	cg01433332
0.000917256566120115	cg01434559
0.0796329284600391	cg01434608
0	cg01435574
0	cg01435643
0	cg01436664
0	cg01439572
0	cg01444279
0.00233754281840836	cg01444643
0	cg01445151
0	cg01445580
0	cg01448562
0	cg01452847
-0.0121576469079021	cg01453469
-0.0469514533595328	cg01453814
0	cg01454080
0	cg01454215
0	cg01454528
0	cg01455471
0	cg01456368
0	cg01457183
0	cg01458228
-0.00844348094130682	cg01459882
0	cg01461856
0	cg01462545
0	cg01463540
-0.00224635514662597	cg01464515
0	cg01464969
0	cg01467266
0	cg01468420
-0.0624073857227339	cg01471196
0	cg01471232
0.00212034189707635	cg01471372
-0.000338490904140611	cg01476678
0	cg01477326
0	cg01485548
0	cg01487433
0	cg01489441
0	cg01489756
0	cg01492330
-0.00576952986092485	cg01493198
0	cg01498160
0	cg01499518
0.00232797793627993	cg01501819
0	cg01504690
-0.129386389585362	cg01504718
-0.0159135558047628	cg01506766
-0.00112291578345999	cg01507019
0	cg01507228
0	cg01509141
0	cg01509330
0	cg01510388
-0.00855187227709485	cg01514356
-6.10303609531567e-05	cg01515515
0	cg01515516
0	cg01515809
0	cg01515960
0.00440985650769115	cg01516851
-0.000613284783037747	cg01518225
0	cg01518607
0	cg01519508
0	cg01519765
0	cg01519784
0	cg01519877
0	cg01520478
0	cg01520586
-0.00219166436368489	cg01521060
0	cg01523759
-0.0549155475454261	cg01525916
0	cg01526183
0.0306322390719226	cg01528052
-0.000397533465322062	cg01530101
0	cg01531915
0	cg01537369
0	cg01537645
0	cg01538305
0	cg01538821
0	cg01540102
0	cg01542019
0.0102468245011348	cg01543184
0	cg01544903
0.0369331178969911	cg01545223
0	cg01545587
0	cg01546424
0	cg01546568
0.00449784038225052	cg01546729
0	cg01548777
0	cg01550473
0	cg01551350
0	cg01552919
0	cg01554453
0.0252955208911023	cg01554963
0	cg01558040
-0.000845928170830196	cg01560283
0	cg01560407
0.00994409434496622	cg01560685
0	cg01560972
-0.00429067547322886	cg01561259
0	cg01561304
0	cg01561807
0	cg01562385
0	cg01563148
0	cg01563558
0	cg01565343
-0.00819642660464025	cg01566785
0	cg01567634
0	cg01571001
0	cg01572989
0	cg01573321
0.0889054198739021	cg01574134
0	cg01574694
-0.0229133848012866	cg01574912
0	cg01575590
0	cg01577760
0	cg01578585
0	cg01578875
0	cg01579535
0	cg01579765
0	cg01581050
0	cg01581867
-0.0243923761739616	cg01583131
0	cg01584087
0	cg01587896
-0.0251549955017047	cg01588379
0	cg01591881
0	cg01592801
0	cg01593834
0	cg01596171
0	cg01597255
0	cg01597373
0	cg01597604
-0.0195146369001943	cg01598371
0	cg01598421
-0.0747334431098608	cg01599714
0	cg01600100
0	cg01601926
0	cg01603073
0	cg01603247
0	cg01608315
0	cg01610165
0	cg01613965
0	cg01614102
0	cg01615018
0	cg01615850
0	cg01615861
0	cg01616394
0	cg01616682
0	cg01617990
0.00455287197060019	cg01618130
0	cg01619509
-0.000408028706425809	cg01620164
0	cg01620486
0	cg01620580
0	cg01622385
0	cg01622439
0	cg01623261
0.0625749179913551	cg01624004
0	cg01626569
0	cg01627823
0.000676985927706194	cg01628467
0	cg01628528
0	cg01630199
0.421680466139347	cg01632300
0	cg01634998
0	cg01636650
0	cg01636799
-0.00513162444464968	cg01636873
0	cg01640684
0	cg01640991
0	cg01643605
0.0170083866277278	cg01643690
0	cg01644611
0	cg01645998
0	cg01650137
0	cg01653080
0	cg01653942
0	cg01656168
-0.0246059486553992	cg01657511
0	cg01661307
0	cg01664727
0	cg01665555
0	cg01676996
0	cg01677628
0	cg01680010
0	cg01682111
0	cg01682504
0.132792690521892	cg01685644
0	cg01686044
0	cg01686522
0.408874530598086	cg01687558
0	cg01688293
0	cg01688536
0	cg01691090
0	cg01691194
0.0375754586408748	cg01691827
0.0834752314296598	cg01695225
0	cg01699217
0	cg01699600
0	cg01700524
0	cg01702744
0	cg01704474
0	cg01707795
0	cg01708411
-0.00256186767577501	cg01710580
0	cg01711344
0	cg01714383
-0.000761590344310689	cg01716680
0	cg01718788
0	cg01719123
0	cg01720705
0	cg01723606
-0.00364165695159926	cg01725586
0	cg01726448
-0.0301314607571757	cg01727145
0	cg01727408
0	cg01729116
0.125853403385131	cg01729717
0	cg01730258
-0.0112710508808001	cg01732449
0	cg01733928
0.00677150615979573	cg01735384
0	cg01738022
0	cg01739725
0	cg01740766
0	cg01740852
0	cg01741971
0	cg01741999
0	cg01742627
0	cg01744019
-0.0095016363591782	cg01744331
0	cg01745789
0	cg01749142
0	cg01749778
0	cg01750221
0	cg01750375
-0.0120309862132225	cg01756381
0	cg01759437
0	cg01759870
0	cg01762827
0	cg01763057
-0.236941701932094	cg01763902
0	cg01764252
0	cg01764341
0.0043924983310667	cg01764713
-0.00211902234081161	cg01765111
0	cg01765882
0	cg01766908
0	cg01767885
0	cg01770109
0.0136027261472429	cg01770333
-0.0206512845111857	cg01771876
0	cg01774894
0	cg01775802
0.000809102508738724	cg01776691
0.0362989010410895	cg01777403
0	cg01777861
0	cg01778054
0	cg01779076
0	cg01779903
0	cg01780585
0	cg01781617
0	cg01782097
0	cg01782826
0	cg01783894
0.0301838654619154	cg01784351
-0.000430155565211587	cg01785046
0	cg01788113
0	cg01788773
0	cg01789478
-0.0471921900274069	cg01790002
0	cg01790464
0	cg01791874
0	cg01793449
0	cg01794156
0	cg01796166
0	cg01797371
0	cg01798813
0	cg01799862
0.00811071893274155	cg01800297
0.117103221337926	cg01801040
0	cg01802975
0.00577748477183631	cg01804278
-0.00638424355367346	cg01804664
-0.0920660510502305	cg01806972
-0.00676477169636636	cg01808030
0	cg01809675
0	cg01811882
-0.0108483176509342	cg01812571
-0.0010639387458266	cg01815076
0	cg01815150
0	cg01816482
0	cg01816775
0	cg01817364
0	cg01817521
0.0951528435708995	cg01820463
-0.000330046134909938	cg01821557
0	cg01823079
-0.00148042407659987	cg01825295
-0.00519077978556269	cg01825355
0	cg01826254
0.0091053555315567	cg01826858
0	cg01829163
0	cg01829387
0	cg01829817
0	cg01830053
-0.0707345916454523	cg01830674
0	cg01830900
0	cg01832935
-0.0149041893312852	cg01835037
0	cg01836096
0	cg01836137
0	cg01837320
0	cg01837631
0	cg01838863
0.00343315739001335	cg01840183
0	cg01842807
0	cg01843946
0.0455376548273492	cg01845051
-0.00359965340609916	cg01845583
0	cg01847021
-0.0937119264517585	cg01847344
-0.048836692035697	cg01847719
0	cg01853276
0	cg01853632
0	cg01854491
0	cg01856007
0.000190673036221613	cg01856645
0.00907433302038496	cg01857475
0	cg01857829
