beta	cpg
0.561159683358107	cg00150128
-0.640280560757158	cg00151191
0	cg00151571
0	cg00152008
-1.24775784409721	cg00154902
0	cg00156118
0.0498525496077698	cg00156569
0	cg00156964
-0.556959861268162	cg00157179
0	cg00158539
-1.6554385758236	cg00159243
0	cg00159523
0	cg00160818
0	cg00163372
0	cg00164335
0	cg00164716
0	cg00164941
0	cg00166216
0	cg00166722
0	cg00166836
7.19577666698643	cg00170236
0.834731343945437	cg00172376
0	cg00172603
-0.826934869033404	cg00172803
0	cg00176863
-0.46372738366065	cg00176888
0	cg00178864
0	cg00178984
2.13028661284355	cg00180684
0.664275963420941	cg00186462
0	cg00186529
0	cg00192275
0	cg00193283
0	cg00194681
0	cg00195828
0	cg00197313
0	cg00199007
0	cg00201595
0	cg00202454
0	cg00204802
0	cg00206490
0	cg00210562
0	cg00212979
0	cg00214165
0	cg00215432
0	cg00215551
0	cg00215587
0	cg00218149
0	cg00220102
0	cg00223136
0	cg00223863
0	cg00224807
0	cg00225006
0	cg00225603
0	cg00228708
0	cg00230700
0	cg00231966
0	cg00233028
0	cg00236302
0	cg00238848
0	cg00239353
0	cg00241002
-1.08761753772997	cg00241076
0	cg00241712
12.9983385548496	cg00242020
-0.591972285000472	cg00242561
0	cg00243281
0	cg00244634
0	cg00244745
0.0545629252782555	cg00247571
0	cg00248795
0	cg00249383
0	cg00249511
0	cg00250500
0	cg00251610
0	cg00254258
0	cg00254306
-0.116700914339559	cg00254681
0	cg00256155
0	cg00256767
0	cg00258081
0	cg00260575
1.51252025895638	cg00260647
0	cg00262031
0	cg00266865
-1.33127199410983	cg00266983
0	cg00270497
0	cg00270625
0	cg00270789
0	cg00270878
0	cg00271210
0	cg00273464
0	cg00274815
-0.0285728479006589	cg00274965
0	cg00277769
0	cg00281153
0	cg00281273
0	cg00281664
0	cg00282249
0	cg00287096
2.3799885420972	cg00288376
0	cg00288598
0	cg00290607
0	cg00291316
0	cg00294538
0	cg00295572
-0.418999405719114	cg00295794
0	cg00297432
0	cg00297767
0	cg00298324
0	cg00299943
0	cg00299972
0	cg00300794
0	cg00300879
0	cg00301396
0	cg00307662
0	cg00308130
0.854801958186951	cg00311772
0	cg00315391
0	cg00317879
0.263148887604731	cg00318320
-0.813281034557191	cg00318643
0	cg00319567
-1.74495871488122	cg00324223
0	cg00325528
0	cg00326131
3.57017960988188	cg00329748
0	cg00329943
0	cg00332155
0	cg00332802
0	cg00333843
-0.145131547387683	cg00333985
0	cg00335715
-2.10827050141771	cg00339556
1.19015843156699	cg00339769
3.81835711419301	cg00341843
0	cg00342358
4.72138051557697	cg00343839
0	cg00344443
0	cg00345230
0	cg00346256
0	cg00346623
0	cg00347563
0	cg00349061
5.45858141380803	cg00349607
0	cg00349895
0	cg00353773
7.44317428050008	cg00355019
0	cg00355286
0	cg00355613
0	cg00356811
0	cg00357958
0	cg00358220
0	cg00360761
5.02389973426777	cg00361562
0	cg00362657
0	cg00366413
0	cg00366505
0	cg00366917
0	cg00368989
0	cg00369151
0	cg00369414
0	cg00370047
1.28169487145334	cg00370926
0	cg00375146
-9.15023174088705	cg00375430
0	cg00376544
0.500947585388311	cg00378510
0	cg00379080
0	cg00379648
0	cg00380172
0	cg00381442
0	cg00384539
-0.211665911429575	cg00386405
0	cg00386702
0	cg00388871
0	cg00390484
0	cg00390694
11.4762852165322	cg00394830
-20.0740748449114	cg00400262
0	cg00400992
-0.525192089749147	cg00401433
-1.0762168650106	cg00401552
0	cg00405939
0	cg00406022
0	cg00406211
0	cg00406369
0	cg00409696
0	cg00411447
1.28883260189441	cg00411945
0.134810944934265	cg00414384
0	cg00415665
0	cg00416747
0.569554789985295	cg00417421
0	cg00422918
0	cg00423153
0	cg00423702
0	cg00424677
0	cg00426486
-0.0992733846560363	cg00428457
3.47593685545679	cg00429497
0	cg00430613
0	cg00432041
0	cg00433296
-0.118606336487201	cg00433917
-1.12934671684785	cg00436174
0	cg00437311
0	cg00437432
0	cg00438215
5.21014859430822	cg00439706
0	cg00441899
0	cg00446123
0	cg00447018
4.31133180708073	cg00447052
0	cg00447817
0	cg00447970
0	cg00448707
0	cg00449812
0	cg00450617
0	cg00451058
0	cg00451642
0	cg00452882
0	cg00458927
0	cg00463561
0.0217893353087847	cg00463982
0	cg00467592
-4.73098845377647	cg00468846
0	cg00469395
1.15073755434877	cg00470007
0	cg00470641
0	cg00472277
0	cg00472445
0	cg00472801
-1.53171068790566	cg00473294
0.11784594337858	cg00474734
0	cg00476243
0	cg00480356
0	cg00481259
0	cg00482020
0	cg00482162
0	cg00482898
0	cg00486611
0	cg00491180
0	cg00491210
0	cg00491927
0	cg00493304
0	cg00494761
0	cg00495860
0	cg00496036
0	cg00498024
-3.38704801241793	cg00502509
0	cg00504457
0	cg00505606
0	cg00505936
-0.434908667521703	cg00507154
0	cg00507414
0	cg00509431
0.405963614690063	cg00509996
0	cg00510330
0	cg00512454
0	cg00513735
1.44114380349964	cg00513981
0	cg00514609
0	cg00514665
-0.202970964728194	cg00515457
0	cg00516030
0	cg00521048
0	cg00522231
0.924347729019094	cg00523224
0	cg00524561
2.63626799429236	cg00524708
3.53412817286113	cg00525681
0	cg00526336
0	cg00529697
0	cg00532474
0	cg00532492
0	cg00533340
0	cg00534492
-8.35790811021894	cg00535576
0	cg00538591
0	cg00539908
0	cg00539976
0	cg00542224
3.98964798212662	cg00543073
0	cg00544449
0	cg00546808
-1.48912076683156	cg00547077
0	cg00547777
0.413306655799031	cg00548296
0	cg00548708
0	cg00549574
10.3749291901375	cg00550498
0	cg00550554
0	cg00552235
0	cg00552753
0	cg00553487
0	cg00557236
0	cg00558215
0	cg00563824
0	cg00564190
0	cg00564737
0	cg00564759
0	cg00565932
-0.501005427600826	cg00565991
0	cg00566297
0.250069602287966	cg00569091
0	cg00569276
0	cg00571339
-0.311942881214691	cg00573770
0	cg00577182
0	cg00578039
9.58074469325431	cg00579868
0	cg00581482
-0.344401209414717	cg00581979
0	cg00582524
1.48161396873715	cg00583426
0	cg00583861
0	cg00584238
0	cg00584636
0	cg00586527
0	cg00586537
0	cg00590063
0.302156729270426	cg00590260
0	cg00590324
0	cg00591160
32.6465226757242	cg00591781
0	cg00591868
0	cg00592643
0.450512484981612	cg00593536
0.387267808868004	cg00593900
0	cg00594040
0	cg00594854
-0.189573573820028	cg00595212
0	cg00598335
0	cg00599812
0	cg00601042
0	cg00602115
0	cg00606900
0	cg00607797
1.12808355011849	cg00608169
0.269007447449107	cg00609367
0	cg00610508
0	cg00610577
0	cg00613752
1.03283307427591	cg00614959
0	cg00616687
0	cg00619126
0	cg00620452
0	cg00621943
0	cg00622170
0	cg00623328
-0.219046216497454	cg00624589
0	cg00624617
0	cg00626312
4.13111703857007	cg00627029
0	cg00627045
-0.142451612468124	cg00628877
0	cg00630212
-0.738323745700232	cg00631482
0	cg00631837
-1.06810686743508	cg00632560
1.43018002814226	cg00632657
0	cg00632914
0	cg00635674
0	cg00636427
0	cg00639286
0	cg00639837
0.0531276184119383	cg00642460
0	cg00643111
0	cg00643311
0	cg00643333
0	cg00644351
0	cg00645593
0	cg00647658
0	cg00648686
0	cg00649211
0	cg00650361
0	cg00650641
0.548528870831338	cg00651185
0	cg00651359
0	cg00653460
0	cg00656410
0	cg00656603
0	cg00656735
0	cg00657094
0	cg00658085
0	cg00659878
0	cg00660167
0	cg00660452
0	cg00661205
0	cg00661399
0	cg00661970
0	cg00662963
0	cg00663077
0	cg00664205
0	cg00664406
0	cg00665492
0.154840885923191	cg00666105
1.65315488908452	cg00667937
0	cg00668519
0	cg00674304
0	cg00674365
0	cg00674679
0	cg00675160
0	cg00676030
4.19786084868846	cg00676988
0	cg00677217
0	cg00678158
0	cg00680003
0	cg00680875
0	cg00681462
0	cg00681665
0.115271109178706	cg00683332
0	cg00683980
0	cg00685291
0	cg00688297
0	cg00689580
0	cg00690148
0	cg00690554
0	cg00690968
0	cg00691240
5.32410440722312	cg00696472
0	cg00697301
0	cg00698688
-0.467999340805703	cg00698771
0	cg00699945
5.06734850596152	cg00699996
2.19878746757196	cg00701051
0	cg00702231
-6.08576694520949	cg00711896
0	cg00712547
0	cg00712627
-0.0491424188687894	cg00714725
0	cg00723017
0	cg00723994
0	cg00729291
3.4166036772214	cg00732378
0	cg00732538
0	cg00733150
0	cg00733780
0	cg00734931
0	cg00736299
0	cg00737556
0	cg00739353
0	cg00740020
0	cg00740822
-2.22211403442938	cg00740889
-9.35004129800229	cg00742472
0	cg00743788
1.24004140744173	cg00747647
0	cg00747890
0	cg00750880
0	cg00753287
0	cg00754836
0.590287993846717	cg00755980
-0.452221109825934	cg00758069
0	cg00758881
0	cg00762160
0	cg00762468
0	cg00764369
0	cg00765705
0	cg00765783
0	cg00766289
0.523896433203021	cg00767116
0	cg00768487
0	cg00768993
0	cg00769843
0	cg00771642
0	cg00772850
3.06630233412081	cg00773902
0	cg00776080
0	cg00776266
0	cg00777895
0	cg00778059
0	cg00778807
0	cg00779065
0	cg00785856
0	cg00786747
0	cg00791190
0.230744729762886	cg00792513
0	cg00793543
0	cg00793719
-9.54931943039409	cg00793843
0	cg00799826
0	cg00801568
0	cg00802728
0.021984106976004	cg00806481
0	cg00806704
-0.123425294897444	cg00809164
-0.199706671202041	cg00810939
0	cg00811891
0	cg00812438
0	cg00812833
0	cg00813162
0	cg00813378
0	cg00815093
0	cg00815484
0	cg00816880
2.89025020153751	cg00817100
0	cg00824018
0	cg00827210
7.11613392010464	cg00827581
0	cg00828556
0	cg00829961
0.810728970883478	cg00830401
0	cg00831222
0	cg00835825
0	cg00839129
0	cg00839579
0.529666973427511	cg00840332
0	cg00841408
0	cg00841725
0	cg00842231
0	cg00844404
0	cg00845775
0	cg00848167
0	cg00851154
1.38702433265319	cg00852603
0	cg00852622
-1.35559962048064	cg00852705
0	cg00852921
-2.28321835705618	cg00853103
2.44310799370768	cg00853733
0	cg00857907
-0.536225385175447	cg00859129
12.7388470992712	cg00859739
0	cg00860808
0	cg00863893
0	cg00864293
0	cg00864568
0	cg00866662
-1.58433488491378	cg00867835
0	cg00871215
0	cg00872677
0	cg00873050
1.43049944807421	cg00873371
0	cg00873601
0	cg00874558
0	cg00875805
0	cg00876757
0	cg00877553
0.861522456755322	cg00878163
0	cg00879497
4.42988602394364	cg00884606
0	cg00885843
0	cg00892742
0	cg00894378
-0.563009206281262	cg00895174
0	cg00895196
-0.399023303751938	cg00895834
0	cg00900124
0	cg00901264
0	cg00902691
0	cg00905042
1.47437031842218	cg00905584
0	cg00907008
0.298112758754538	cg00907288
-1.45395761890117	cg00907505
-0.591147412696114	cg00908042
0	cg00908766
0	cg00909514
-5.6382701635766	cg00910015
0	cg00910503
0	cg00910518
1.67680720644135	cg00912746
0	cg00914222
0	cg00914384
0	cg00920422
0	cg00924622
0	cg00926657
0	cg00928596
0	cg00929635
0	cg00929798
0	cg00929860
0	cg00931644
0	cg00932156
0	cg00933153
0	cg00934997
0	cg00937568
0	cg00940577
0	cg00941836
0	cg00942814
1.08940888640682	cg00943382
0	cg00944421
0	cg00947782
-23.5807601128806	cg00947896
4.30345684982756	cg00949980
0	cg00954391
-0.233595816340815	cg00954996
0	cg00956639
0	cg00959118
0	cg00960373
0	cg00961326
0.727620980019097	cg00962755
0	cg00963378
0.231502735198559	cg00965168
0	cg00968241
-2.16303482527355	cg00969119
0	cg00970313
0	cg00973823
-2.53908287162543	cg00974835
-0.254284036878306	cg00976797
0	cg00977403
4.2905436878746	cg00979582
0	cg00983904
0	cg00984214
1.48102508523342	cg00984540
-0.292868396965999	cg00986610
-0.70615929258457	cg00987080
0	cg00987370
-2.13548919126748	cg00987699
0	cg00987743
0	cg00989249
0	cg00991794
0.0574279015706078	cg00991875
14.5996691041069	cg00992090
-0.469602991707393	cg00992153
0	cg00992239
-7.70274836701798	cg00992298
0	cg00992586
0.309279283719365	cg00994804
0	cg00994936
0	cg00995253
0	cg00996827
0	cg00997310
0	cg00997699
0	cg00998146
0	cg00999410
0	cg01003803
-1.65949765889469	cg01006802
0	cg01008854
-2.87846215349605	cg01010188
0	cg01010211
-0.841166827275679	cg01011367
0	cg01012669
0	cg01013754
0	cg01014287
0	cg01015899
0	cg01016191
0.435102029994643	cg01017463
-2.21952350103831	cg01018002
0	cg01019333
0	cg01019875
0	cg01020413
0	cg01021196
0	cg01021488
-0.157526999223361	cg01022121
0	cg01022219
-6.92355650758629	cg01022974
0	cg01023751
-0.28644696107603	cg01023759
0	cg01023787
-3.05257079078514	cg01025954
0	cg01026256
0	cg01029450
0	cg01029838
0	cg01030534
0	cg01031101
0	cg01035261
0	cg01038597
0	cg01039355
0	cg01042202
0	cg01042641
0	cg01043997
-9.51281065117909	cg01045723
0.146617407910164	cg01048962
0	cg01048972
0	cg01049205
-12.4932148340026	cg01049916
0	cg01050810
0	cg01052087
0	cg01052614
0	cg01052805
0	cg01054110
0	cg01056135
0	cg01056242
0	cg01057656
0	cg01060409
0	cg01061391
0	cg01062116
0	cg01062539
0	cg01062937
0	cg01063243
30.2501902596102	cg01064918
0	cg01065977
0	cg01066472
0	cg01067809
0	cg01068944
0	cg01072076
0	cg01074657
0	cg01074955
-0.109407823146622	cg01077058
0	cg01077178
-2.89307175492104	cg01078378
0	cg01079118
0	cg01079515
0	cg01079738
2.36952265121998	cg01079840
0	cg01083584
0.0620295883276214	cg01083884
-0.0958297088969484	cg01084500
1.04428536825463	cg01085362
0	cg01086895
0.886868431551359	cg01087294
0.0948616086052796	cg01089498
0.561291612230975	cg01093946
0.034757811037272	cg01095004
0	cg01096752
0	cg01097881
14.2316090546579	cg01099526
1.95514715108566	cg01100203
0	cg01101459
0	cg01101647
0	cg01101873
0	cg01102007
0	cg01102311
0	cg01103255
0	cg01103938
0	cg01104724
0	cg01105494
-0.405556335532782	cg01106572
0	cg01106926
0.141036918335108	cg01109574
0	cg01109763
0	cg01115389
3.1640907440185	cg01115598
0	cg01116059
0	cg01117833
0	cg01121022
6.27979797596518	cg01128482
0	cg01130364
0	cg01135546
0.581059498824643	cg01137955
0	cg01138791
0	cg01138867
1.1459537351134	cg01139016
0	cg01140416
0	cg01140616
0	cg01141043
0	cg01141339
0	cg01141459
0	cg01142635
0	cg01142676
0	cg01143309
0	cg01143547
1.39108457566538	cg01148731
0	cg01148801
0	cg01151365
0	cg01152056
0	cg01153979
0	cg01154505
0	cg01154966
0	cg01156012
0	cg01156108
0	cg01156816
-0.428446944309952	cg01157046
0	cg01157070
0	cg01157780
0	cg01159623
0	cg01162915
0	cg01166145
0	cg01166186
0	cg01166604
0	cg01167755
0	cg01168865
0	cg01169559
0	cg01175020
0	cg01176433
0	cg01176458
0	cg01178624
0	cg01181084
0	cg01181307
0	cg01181415
0	cg01182386
0	cg01186980
0	cg01188396
0	cg01191259
6.98647906238927	cg01191920
0	cg01192061
0	cg01196322
0	cg01196517
0	cg01197411
0	cg01197871
1.30302788825252	cg01199952
-0.135085039258384	cg01200640
-5.15057849606804	cg01203588
0.125727980770863	cg01204964
0	cg01207176
0	cg01211124
0	cg01212576
0	cg01213128
0.833179891529447	cg01213231
0	cg01214050
0	cg01214240
0.330095811681335	cg01216438
0	cg01217984
0.313432799048544	cg01219549
0	cg01222133
4.65577616667022	cg01225779
5.65822849501964	cg01225850
0	cg01227537
0	cg01228893
0	cg01228941
-0.0320425163079336	cg01230890
0	cg01231108
0	cg01231183
0	cg01231543
0	cg01233518
0	cg01235820
0.0312894458896627	cg01238672
0	cg01240047
0	cg01242145
-7.76760713993443	cg01242196
0.805630783279119	cg01243072
0	cg01243297
0	cg01243312
1.19956833042478	cg01243968
0	cg01247522
0	cg01247628
4.0763055560649	cg01251360
0.177921210000766	cg01251434
-0.0508995173430277	cg01252023
0	cg01252513
2.46785482523209	cg01252526
-0.316155629448865	cg01254303
-0.906361000199282	cg01255021
0	cg01256539
0	cg01256882
0	cg01257145
0	cg01258050
0	cg01260010
0	cg01263386
0.115287868888759	cg01263631
0	cg01265662
0	cg01266707
0.373403790484089	cg01267709
-0.458248104961256	cg01268383
0	cg01268763
0	cg01268824
0	cg01272668
0	cg01273580
0	cg01275038
0.270189074698275	cg01275359
0	cg01276128
0	cg01277369
0.462156772020534	cg01279378
0	cg01279418
0	cg01282204
0	cg01283246
0.353413283275713	cg01284595
0	cg01284869
0	cg01285435
0	cg01287000
0	cg01287088
0	cg01287342
1.09605578678184	cg01292486
0	cg01294808
0	cg01295339
0	cg01295782
5.81411065834575	cg01297744
0	cg01299579
-0.21969977303435	cg01301382
0	cg01302649
10.0699618347359	cg01306183
0	cg01307007
0	cg01307130
-0.361311859172288	cg01307526
0	cg01308806
0.701842161711025	cg01310118
0	cg01316378
0	cg01317772
0	cg01320579
0	cg01323777
0	cg01324372
0	cg01327685
-1.73382343414003	cg01329687
0.459873978803032	cg01330050
0	cg01330280
0	cg01330312
0	cg01332054
0	cg01332882
0	cg01333603
0	cg01334549
0	cg01334735
0	cg01335674
0	cg01337207
-11.3217435542421	cg01338494
0	cg01338864
-0.509606307410948	cg01343151
0	cg01343936
0	cg01344162
6.03267848478245	cg01345841
0	cg01349190
0	cg01349309
0	cg01353139
0	cg01353464
0	cg01357135
0	cg01357671
-3.05566554515306	cg01359822
0	cg01360627
0	cg01361068
0	cg01361351
4.19494185139625	cg01364755
0	cg01366354
0	cg01367310
0	cg01367424
0	cg01368868
0	cg01370437
0	cg01370759
0	cg01374398
0	cg01375539
0	cg01376079
-0.36766841669096	cg01379009
0	cg01381374
0	cg01384163
0	cg01386978
7.55096449881067	cg01387945
0	cg01388260
0	cg01388649
0	cg01389203
0	cg01394013
0	cg01394385
0	cg01395261
0	cg01396065
0	cg01399068
-2.9552792939114	cg01402409
0.136431279796612	cg01403948
0	cg01405040
0	cg01405582
7.80687593503394	cg01406988
0	cg01407332
0	cg01410876
0	cg01412450
0	cg01413268
0	cg01413566
0	cg01414185
0.334173748416927	cg01414687
0	cg01416388
0	cg01428095
-0.0666845558461453	cg01428589
0	cg01430218
0	cg01430970
0.469086833847377	cg01431993
0	cg01433332
0	cg01434559
-4.25641193968155	cg01434608
0	cg01435574
4.70477415951994	cg01435643
0	cg01436664
0	cg01439572
0	cg01444279
0	cg01444643
0	cg01445151
0	cg01445580
0	cg01448562
0	cg01452847
0	cg01453469
0	cg01453814
0	cg01454080
0	cg01454215
0	cg01454528
0	cg01455471
0	cg01456368
0	cg01457183
0	cg01458228
0	cg01459882
0	cg01461856
-2.02911358138554	cg01462545
0.70213535335313	cg01463540
-1.03630207521392	cg01464515
0	cg01464969
0	cg01467266
0	cg01468420
0	cg01471196
-9.54349562259257	cg01471232
0	cg01471372
0	cg01476678
0	cg01477326
0	cg01485548
9.73863941637665	cg01487433
0	cg01489441
0	cg01489756
1.54188727765518	cg01492330
0.48759843559825	cg01493198
0	cg01498160
2.54138971533698	cg01499518
0	cg01501819
-0.23803809170661	cg01504690
1.09066372505174	cg01504718
0	cg01506766
0	cg01507019
0	cg01507228
0	cg01509141
-0.252171584229519	cg01509330
0	cg01510388
3.93421853301146	cg01514356
-0.216766452586162	cg01515515
-4.47608224889462	cg01515516
0	cg01515809
0	cg01515960
-0.0445726917887624	cg01516851
0.0846014832928138	cg01518225
0	cg01518607
0	cg01519508
0	cg01519765
2.18908888331389	cg01519784
0	cg01519877
0	cg01520478
-0.105285965360483	cg01520586
0	cg01521060
0	cg01523759
0	cg01525916
0	cg01526183
0	cg01528052
0	cg01530101
0	cg01531915
0	cg01537369
0	cg01537645
0	cg01538305
0	cg01538821
0.0454721869331246	cg01540102
0	cg01542019
0	cg01543184
0	cg01544903
0	cg01545223
0	cg01545587
-0.216814967837142	cg01546424
0	cg01546568
-8.01405953103608	cg01546729
0	cg01548777
0	cg01550473
0	cg01551350
-3.68001526914905	cg01552919
0	cg01554453
0	cg01554963
0	cg01558040
0	cg01560283
0	cg01560407
0	cg01560685
0	cg01560972
0	cg01561259
0	cg01561304
0	cg01561807
0.210042885658336	cg01562385
0	cg01563148
0	cg01563558
0	cg01565343
-1.2390341131421	cg01566785
0	cg01567634
0	cg01571001
0	cg01572989
0	cg01573321
0	cg01574134
0	cg01574694
0	cg01574912
0	cg01575590
0	cg01577760
0	cg01578585
0	cg01578875
0	cg01579535
0	cg01579765
0.09983926053734	cg01581050
0	cg01581867
0	cg01583131
0	cg01584087
-0.614817397171165	cg01587896
0.254034260248137	cg01588379
0	cg01591881
0	cg01592801
-0.307149849278339	cg01593834
0	cg01596171
-13.5244148735277	cg01597255
0	cg01597373
0	cg01597604
0	cg01598371
0	cg01598421
0.374844521409189	cg01599714
0	cg01600100
0	cg01601926
0	cg01603073
0	cg01603247
0.640595077849879	cg01608315
0	cg01610165
0	cg01613965
1.42768507109137	cg01614102
7.38383675540073	cg01615018
0	cg01615850
0.473855472108132	cg01615861
0	cg01616394
0	cg01616682
-0.0727295803875037	cg01617990
-0.0841322080658128	cg01618130
0	cg01619509
0	cg01620164
0	cg01620486
0	cg01620580
0.0851292131494048	cg01622385
0	cg01622439
0	cg01623261
-3.96482076712122	cg01624004
0	cg01626569
0	cg01627823
0	cg01628467
3.86505338608254	cg01628528
0	cg01630199
0	cg01632300
0	cg01634998
-3.52536066242209	cg01636650
0	cg01636799
0	cg01636873
0.442761917422447	cg01640684
0	cg01640991
0.0484590784193116	cg01643605
2.17715339732396	cg01643690
-2.7029993765732	cg01644611
0	cg01645998
0	cg01650137
0	cg01653080
0	cg01653942
-1.31827041588608	cg01656168
0	cg01657511
0	cg01661307
0	cg01664727
0	cg01665555
0	cg01676996
0.148269958454472	cg01677628
0	cg01680010
0	cg01682111
0	cg01682504
3.06098477206675	cg01685644
0	cg01686044
0.074269312826981	cg01686522
0	cg01687558
0	cg01688293
1.51956171365262	cg01688536
0.258886181407056	cg01691090
-6.5620539181862	cg01691194
-0.904638119931484	cg01691827
0	cg01695225
0	cg01699217
0	cg01699600
0	cg01700524
5.95823652659095	cg01702744
0.194719924727572	cg01704474
1.50274475435473	cg01707795
-1.04053986423725	cg01708411
0	cg01710580
0	cg01711344
0	cg01714383
0	cg01716680
0	cg01718788
0	cg01719123
0	cg01720705
0	cg01723606
-1.03886984625284	cg01725586
0	cg01726448
0	cg01727145
0	cg01727408
0	cg01729116
0	cg01729717
0	cg01730258
0	cg01732449
0	cg01733928
0	cg01735384
0	cg01738022
0	cg01739725
0	cg01740766
0	cg01740852
-6.83135695424305	cg01741971
4.03464457322197	cg01741999
-0.511606046315289	cg01742627
0	cg01744019
0	cg01744331
0	cg01745789
0	cg01749142
2.06032944237429	cg01749778
0	cg01750221
0	cg01750375
-12.4312870216171	cg01756381
0	cg01759437
-0.0725637194186218	cg01759870
0	cg01762827
0	cg01763057
1.1717376368436	cg01763902
0	cg01764252
0	cg01764341
-0.86306890240225	cg01764713
0	cg01765111
1.28740137603073	cg01765882
0	cg01766908
-6.11561049488301	cg01767885
0.455752080971006	cg01770109
0	cg01770333
1.29091437281168	cg01771876
0	cg01774894
0	cg01775802
0	cg01776691
0	cg01777403
0	cg01777861
0	cg01778054
0	cg01779076
-6.08046523001275	cg01779903
-1.99507109082608	cg01780585
0	cg01781617
-5.31746225208794	cg01782097
0	cg01782826
0.217041086805671	cg01783894
0	cg01784351
-0.497070188191322	cg01785046
0.825780532028747	cg01788113
4.38164955150354	cg01788773
0	cg01789478
0	cg01790002
0	cg01790464
-2.35780314274742	cg01791874
0	cg01793449
0.125204839600366	cg01794156
0	cg01796166
0	cg01797371
0	cg01798813
0	cg01799862
0	cg01800297
0	cg01801040
0	cg01802975
-4.29377959193302	cg01804278
0	cg01804664
0	cg01806972
0	cg01808030
0	cg01809675
0	cg01811882
-0.394173783164269	cg01812571
1.08394754371079	cg01815076
0	cg01815150
0	cg01816482
0	cg01816775
0	cg01817364
0	cg01817521
-2.22286188036356	cg01820463
0	cg01821557
0	cg01823079
0	cg01825295
0	cg01825355
0	cg01826254
0	cg01826858
0	cg01829163
0	cg01829387
0.150666039480288	cg01829817
-0.264419871123	cg01830053
12.3851894299342	cg01830674
0	cg01830900
10.229047319003	cg01832935
0	cg01835037
-0.217768921847148	cg01836096
0	cg01836137
10.5471267763558	cg01837320
0	cg01837631
1.82279136838373	cg01838863
0	cg01840183
0	cg01842807
0	cg01843946
0	cg01845051
0	cg01845583
0	cg01847021
0	cg01847344
0.850326685856679	cg01847719
0	cg01853276
2.05196342813812	cg01853632
0	cg01854491
-1.98372389298798	cg01856007
0.636062692233445	cg01856645
0	cg01857475
0	cg01857829
0	cg01860189
0	cg01860753
-2.67835087682746	cg01861740
0	cg01865066
0	cg01866022
0	cg01866431
0	cg01867395
0	cg01869229
-4.01358276899358	cg01869643
0	cg01871979
0	cg01873334
0	cg01873886
0	cg01874886
0	cg01875838
-0.0263379715903504	cg01879437
0	cg01879591
0	cg01881308
0	cg01882033
5.61966898390442	cg01882058
0	cg01882870
-0.333006266813515	cg01882991
0	cg01883155
0	cg01884537
0	cg01885071
1.27508174834821	cg01885692
0	cg01886004
-0.325944686695203	cg01886125
0	cg01886460
-0.0656518381219018	cg01888869
0	cg01890568
2.56810370635896	cg01890836
0	cg01892655
0	cg01893212
0	cg01893560
0	cg01896432
0	cg01897308
0	cg01898377
0	cg01898661
0.434943076696154	cg01899001
0	cg01899542
0	cg01900965
0	cg01902605
-0.981251771701111	cg01903903
-3.11910563403906	cg01904183
0	cg01904812
0	cg01905633
0	cg01906015
0	cg01907584
0.195546924614192	cg01910272
0	cg01913568
0	cg01913970
0	cg01914455
0	cg01915516
0	cg01917416
0	cg01917657
0	cg01920657
0	cg01921432
-1.42400012805838	cg01921668
0	cg01922684
0	cg01923218
4.06895255540332	cg01923873
0	cg01924952
0.244376226317768	cg01925738
0	cg01926238
0	cg01926646
0	cg01927825
-0.328024386763096	cg01929855
0	cg01931994
0	cg01932843
